用户名称,评论时间,评论内容
背心兔,1月7日 22:53,我以前也很害怕走夜路啊，她让我杀死了我所有的害怕。我也是个普通很普通的人呐，也想变成英雄保护她。谁懂谁懂？
风停去见你,1月7日 22:52,深情就是舔狗？
风停去见你,1月7日 22:39,只是搭伙过日子
莫须有_eXMz,1月7日 22:34,书本总会翻完 再怎么重来 结局还是一样 电影会散场 花朵会枯萎 时间将结束一切 包括我们逝去的爱情 无一例外 无一幸免
巴比Q哇,1月7日 22:33,做一次她的崔斯坦.
风停去见你,1月7日 22:28,就把我当个孩子吧
咏漉2102,1月7日 21:33,恭喜(*^_^*)
捏心人,1月7日 20:43,我就知道我和他永远都不会走散
-个破账号而已,1月7日 20:39,不听就gun
二狐狸-,1月7日 20:25,我后悔了
怮樂,1月7日 19:34,你看 曾经以为跨不过去的坎 现在看来也不过如此 所以朝前看 别不幸福
司空大人_Ivyt,1月7日 19:16,我会在几年之后娶到张宸萌！
ABBY-baby_,1月7日 17:53,还要听嘛
路遇惊鸿_coIe,1月7日 17:23,恭喜
繁星-CJY,1月7日 16:55,都快22年了 我还在和17年认识的人玩.
安室s,1月7日 16:14,恭喜恭喜
言短情长y,1月7日 14:59,QQ音乐过来的 丢
茶叶淡hmmm,1月7日 13:23,王大头什么时候唱一首
是圆不是胖-,1月7日 10:21,你哪天要是想爱我半生 记得跟我说早
yai09,1月7日 10:11,都怪自己啊，要不然早就在一起了
嘶不会吧,1月7日 10:09,张一山的n年
嘶不会吧,1月7日 10:07,真得会有的，应为我就是那个人。
-PlainJane-,1月7日 08:22,当然啦
-PlainJane-,1月7日 08:19,2022年了 你们怎么样了
显初恋,1月7日 07:26,嗯，最后我是消遣
是无辞哥哥呀,1月7日 06:52,时间会验证我多爱你啊❤❤❤❤！！
hy-hope,1月7日 06:26,会的
hy-hope,1月7日 06:26,会
向北沿着风景,1月7日 04:15,我男朋友特别喜欢你，我就来听了
留给没用,1月7日 03:46,我爱你
呦咦呦咦,1月7日 02:05,没想到上头慢，下头这么快。
和涛_,1月7日 01:34,娶到了吗？
lvzxiao,1月7日 01:24,明明都这么了解对方
元芳Funny,1月7日 01:09,我以为想娶李雪琴
元芳Funny,1月7日 01:08,好羡慕
小赵小赵超爱笑,1月7日 01:01,我会 但明知道这是暧昧
廉价且轻贱,1月7日 00:27,是的诶
呦咦呦咦,1月6日 23:58,今天失望了，不说爱你了
一个傲娇的金牛座,1月6日 23:53,我又被情绪左右了，又缓不过来了，又变的越来越不想说话，烦躁焦虑失眠，拿起手机不知道干嘛，感觉那段难熬的日子又回来了。
实果子冰,1月6日 23:49,娶到了吗？
ShashaD_,1月6日 23:41,时间会验证我多爱你呀
不想了_SCNf,1月6日 23:31,心事写了又涂，涂了又写，可最终还是只有自己知道，十几年又怎样
决心奔跑的猪,1月6日 22:18,恭喜呀
呱呱唧a,1月6日 22:00,你是天天念叨碎碎的
_煜然,1月6日 21:58,"时间会验证我多爱你呀，
就这样静静地陪着你长大，
我的温柔是你的专属啊，
我为你暖了一杯茶，
天黑了以后别忘记回家，
风再大夜再黑总会有我啊，"
爱你_jJzp,1月6日 20:15,我也好想像你一样洒脱，可我怕删了我就唯一怀念的东西都没有了
爱你_jJzp,1月6日 20:14,有吧，我就是
稀饭可爱,1月6日 19:45,时间会验证我多爱你啊！可你眼中从来没有我
小阿敏丫丫吖,1月6日 19:21,真好
旧芦苇,1月6日 19:16,不是这样的。不要随波逐流，被一些网上的话，忘记了爱本身的模样。爱永远真诚而美好。想想你的父母，他们的爱也是不求任何回报，爱是甘愿付出。那些人没有得到爱，所以也见不得别人的了爱，所以才会有舔狗这个词，这是悲哀的。
煽情170514,1月6日 19:13,先打卡 等我回来~！
姐姐爱你哩,1月6日 18:50,恭喜恭喜
mmskie,1月6日 18:38,会陪我多久呢
真错过了,1月6日 17:33,已经有了
小马03i,1月6日 16:46,152天，加油
Iverson_003,1月6日 15:40,我在等乐曲，如果有幸等到了。复合就给她唱这首歌
没名字86,1月6日 14:23,恭喜
一期一会0619,1月6日 14:03,等一个信息
像春风一样绚烂,1月6日 13:02,爱情可不是衡量利弊啊阿sir
soloveyouno-,1月6日 12:50,恭喜啊
离人怎挽__W,1月6日 12:47,挺难的
-沉默180825,1月6日 12:07,问你有多少存款的时候就该放弃了
这世上最孤独的女孩,1月6日 11:51,娶到了吗
暴雨After,1月6日 10:11,不知道从什么时候开始喜欢一个人慢慢变成了添狗了。
柚菀1900,1月6日 09:51,@校长
Lily会流泪的向日葵,1月6日 09:18,和一首什么歌好像啊！就是想不起来
直男城,1月6日 04:59,好听好听好听啊啊啊啊啊啊
爱毛毛的暴发户呀,1月6日 02:45,这歌怎么越听越好听
奈何难赋深情,1月6日 02:38,特别想劝你早点睡觉，虽然我现在也在失眠。住在云村的人，听会儿歌就快睡吧，晚安好梦。
良人nz,1月6日 02:13,会的，谢谢你
良人nz,1月6日 02:11,这是我们的第四年，妈妈反对我们，可我这次想再勇敢一点我们相爱，就算以后注定没结果，现在我也要幸福，谢谢你
纪伯伦伦伦伦,1月6日 02:02,"你权衡利弊又及时止损
我深陷其中还执迷不悟"
隐形的鸡翅膀_h,1月6日 01:49,这首歌总让我想起我的钢琴老师，他比我大八岁，但是我还是很喜欢他，我不知道他对我有没有一样的感情，我们在一起的时候很开心，他经常夸我很有天赋，我会故意弹错几个键这样就能和他多待一会儿，他看出了我的秘密但还是是非常耐心地给我纠正，我犹豫等大学毕业了要不要告诉他，时间一定会验证我多爱他
高处见j,1月6日 01:17,心若不灭，缘即不灭
海終歸沒有岸,1月6日 01:13,挺好
海終歸沒有岸,1月6日 01:12,不错
远方的人你可听说,1月6日 00:51,时间会验证我多爱你啊！用力的生活用力的爱。
臭屁洁鸭,1月6日 00:40,我要娶“高洁”这个满眼都是我的女孩！
臭屁洁鸭,1月6日 00:39,恭喜啊
李茶茶o3o,1月6日 00:36,你也要开心！！可是我现在好难过
直男城,1月5日 23:39,恭喜 幸福
暴龙战士_mTn7,1月5日 23:21,安好
呦咦呦咦,1月5日 23:09,每天在这里说一遍我爱你
玖柒_luTZ,1月5日 23:06,恭喜
是绝版小李,1月5日 22:54,那么隐晦的告白 我没能明白
陈陈_cww,1月5日 22:29,时间会验证我多爱你呀
Z12-21-W2021H-MN,1月5日 21:45,气死我了，朱孟娜竟然不相信我🤬🤬🤬
小宇宁愿落单,1月5日 21:43,真的有互相喜欢却没有在一起的人吗？
满天繁星火花,1月5日 21:10,恭喜
玖_违,1月5日 20:53,加油
周周爱emo,1月5日 20:51,早就变了一年前自己的穿衣格说话方式以前的那个自己早就不存在了
IlRD,1月5日 20:42,太美好了
快乐的小何,1月5日 20:32,恭喜
英雄也会失眠-,1月5日 20:17,有时候觉得自己挺厉害的，能控住很多场面，有时候又觉得自己挺失败的，一直受困于一些牛角尖
风情万种171005,1月5日 20:14,恭喜
婠菜菜,1月5日 19:28,我老婆是回族，决定在一起就要想好，一辈子迁就呀，都听她的，在家做饭出去吃饭都是听老婆的。
补兵睡着了,1月5日 18:32,2022了，娶到了没啊
文字性浪漫,1月5日 16:09,恭喜！！
-PlainJane-,1月5日 15:39,再把她找回来
偷偷想她,1月5日 15:25,又是新的一年 这首歌等我听到1w次我就忘记她.
-不想下水的人,1月5日 15:15,恭喜
雯雯很懒-,1月5日 14:28,昨天他删我 我也删了也拉黑了
川川孤单单_9tdA,1月5日 14:23,好好听
王毛毛丫,1月5日 14:15,"我有点难过
我感觉
我可能很久很久都会是一个人
为什么好的恋爱都是别人的呢
哈哈哈哈哈哈"
小马03i,1月5日 13:16,153天，加油
草莓味的姑凉1811,1月5日 13:09,幸福，可是我们在中秋节彻底分手了，你拉黑了我所有联系方式，杨先生，很感谢一年多来的陪伴，我们错过了一辈子
草莓味的姑凉1811,1月5日 13:08,2019.11.19相识，2020.2.25日在一起，2020.12.05日见面，因为义务的你不能休假等了你一年，第一次视频很害羞不敢看你，，见面以后我们一起吃火锅，吃烤肉，吃了很多好吃的，你给我梳头，给我剪指甲，我们一起看了电影，还一起滑雪⛷️，要归队的前一天你还流了眼泪，第二天我目送你上了车，我以为我们会
bbbaobao5,1月5日 12:37,时间会证明
满怀期待扯,1月5日 12:32,自己把自己喜欢的女孩弄丢了，怎么办
潼女士,1月5日 12:32,恭喜
慧妹宝贝,1月5日 11:20,恭喜！
曾经爷温柔,1月5日 09:09,你喜欢闹钟吗？你不是喜欢，是需要，
深夜还会想起我吗,1月5日 07:51,再讲一万遍 我还是希望我的身边能是你
Bie丶闹闹,1月5日 05:10,是因为你喜欢这首歌，推荐的，现在依旧在我的歌单里，而你现在还好吗？
弹奏爱的旋律-,1月5日 03:26,旧歌重听 就像旧事重提
Azamattttt,1月5日 02:14,@uni16 一定 以后我也能说出这句话！
椰子菌的星冰乐,1月5日 01:32,昨晚我梦见你了，你对我说的第一句话就是为什么你的眼里没光了
_小范子钦,1月5日 01:16,19年8月份在一起的 现在22年1月份了 在一起两年多了 我们之间也有过分分合合 但是我明白了 真正相爱的人原来真的不会走散 现在再听这首歌的时候就想起来我们刚在一起的那段日子 遇见他我真的很幸运 希望我们还有好多个两年 “时间会验证我多爱你啊”
tricuspid_valve,1月4日 23:58,"不是一路人，就无需再去求肯。
虽然前路未知，但一定会有一个人牵着你的手，带你穿过层层人海，经历日出黄昏，共享三餐四季，共度朝朝暮暮。愿你始终相信，错的人迟早走散，对的人终会相逢。如果可以，牵过我之后就不要再放开了好不好"
_-只為你著迷-_,1月4日 23:37,原来真的会有人陪你暧昧一段时间后 就突然冷淡了
云鹤_jJvn,1月4日 23:37,拉我上岸
帆高帆高,1月4日 23:25,时间会验证我有多爱你呀@是卷啊FG
呦咦呦咦,1月4日 22:41,暖暖的歌
hdsd2022,1月4日 22:40,和他牵手了。
帐号已注销,1月4日 22:37,她真的很好，我其实配不上她的，以前不管是谁，我都是自杀式单身，第一个念头就是耽误人家姑娘干嘛，所以游戏这些年是陪伴我最久的，虽然我一直和她说我很理智，但是我和她表白那一刻，其实是我最不理智的时候，为了她我会想很多很多关于她的，我好爱她
-别后十三春_7,1月4日 21:45,妈妈说:频繁出现在梦里的人 是你的身体感觉到了你的思念 替你见了一面你朝思暮想的人
么么哒小源,1月4日 21:28,依旧很好听
雾里_i3VJ,1月4日 21:04,“我还是喜欢慢一点的关系 真诚且长久”
雨Tenderness,1月4日 20:54,一定要幸福！
追求光成为光,1月4日 19:53,谢谢
鑫_的,1月4日 19:46,爱的人就在身边 可是连说话的身份都没有
狗乐Re,1月4日 19:35,我要和我的女孩甜甜蜜蜜 长长久久[多多调皮]
萌了个兔1807,1月4日 19:29,他是谁为何如此幸福
网友栗,1月4日 19:28,娶到了吗现在
网友栗,1月4日 19:26,可人生就是要有遗憾啊
程可欣1,1月4日 19:08,来年会幸福的 祝你也祝我
廢物孬,1月4日 19:03,来了
刘喻白,1月4日 18:50,时间会验证我多爱你呀
刘喻白,1月4日 18:50,想把最爱的青蛙🐸谈给她
Clark02_,1月4日 18:29,实打实的两年阿
cc与小恶魔,1月4日 18:27,恭喜🎉
山橘月_mOm5,1月4日 16:50,恭喜
郑先生2005-,1月4日 16:28,加油
以为忘了想念,1月4日 16:10,希望现在 在听这首歌的人都能开心 幸福 快乐！！
以为忘了想念,1月4日 16:04,这首歌 的歌词写的也太让人有安全感了！！！
李老屌航空母舰,1月4日 14:43,1024
Lik-G0120,1月4日 14:24,恭喜，沾沾喜气，希望我俩也会复合
Answer_w_yk,1月4日 13:28,祝幸福美满！
青絲锁_,1月4日 12:38,恭喜
123456_uGL2_CzDu,1月4日 12:24,恭喜
我向阳而生何惧悲,1月4日 11:19,时间会验证我多爱你呀！～
小马03i,1月4日 10:24,154天，加油
山东拔智齿贼疼,1月4日 09:11,我希望我将来娶到的是我现在喜欢的人，虽然她现在不知道我喜欢她
稔動,1月4日 06:16,“爱是什么呢 爱是千万次的叹息 爱是反反复复 爱是今晚想通 明天又沦陷.”
花落花无知,1月4日 03:29,茶还是被窝？？
猫是距离感,1月4日 01:47,下次想我了记得别去狗市了，去修理厂我有时候在那里当备胎
猫是距离感,1月4日 01:46,真心永远换不到真心
Vsmonk,1月4日 00:05,时间会验证我都爱你呀
ai王小萍,1月4日 00:02,时间会验证你有多爱我吗
ai王小萍,1月3日 23:57,换一个
倪涵Y,1月3日 23:55,尽力之后随缘选择吧 人的手就那么大握不住的东西太多了 要学会与自己和解.
狮子屋_,1月3日 23:51,牛逼喔你
心动_R2io,1月3日 23:46,赵韩欣，我的温柔是你的专属啊
可以睡饱嘛,1月3日 23:45,@Palpitatexw
困哭的美,1月3日 23:11,喜欢这首歌的男孩子找我恋爱吧
你与晚霞皆在,1月3日 22:56,美雅，下辈子一定要嫁给我
孤酒_01IO,1月3日 22:39,慢慢来是一种诚意
孤酒_01IO,1月3日 22:38,真的有女生喜欢詹皇嘛？瑞思拜
马笙凯,1月3日 22:21,在外面打拼的日子里 有人盼你输 有人盼你赢 我只盼你平安 盼你早点回家
eagr11,1月3日 22:03,时间会验证我多爱你啊
就算星星也给你摘,1月3日 21:53,喜欢就去表白，只要努力过表白失败了也不可惜，不要给自己的青春留下遗憾
什么东西_6VOX,1月3日 21:13,我赞同你的看法
洛川晚归,1月3日 21:10,天黑了记得回家
只爱我的祺祺,1月3日 21:08,希望如此
大圆宝Qn,1月3日 20:49,我怀孕了.
用户3375841922,1月3日 19:59,能演到你哭，还和你画大饼谈未来
用户3375841922,1月3日 19:58,第一次就遇到合适的了，是种幸运
用户3375841922,1月3日 19:56,可能会感动你自己😪
旺仔没有牛奶啦,1月3日 18:29,后来你也成了别人家的大人，保护好她
雨Tenderness,1月3日 18:23,时间会验证我多爱你
saylanaaaa,1月3日 17:07,加油啊
DaLaoBan9847,1月3日 16:33,我要是娶到LJD我就回来告诉大家
奈奈米200730,1月3日 16:32,不会，我和他曾经几乎每时每刻都在聊天，也有点暧昧的吧。我们两天听歌共计200分钟。他也知道我喜欢他。可他说友谊长存。但是后来因为另一位女孩，我和他几乎就成了敌人。
-再难相遇_,1月3日 16:14,祝福祝福！！！恭喜恭喜！！
DaLaoBan9847,1月3日 16:03,我终于失去了你
懂不动吖,1月3日 15:57,没办法 喜欢上了一个海王 我的温柔是他的专属
